report_no,incident_time,complaint_type,cctv_flag,area_code,victim_code,offender_code,offender_name,offender_sex,offender_age,repeated_offender,no_of_offences,offender_relation,officer_code,case_status_code,case_status_desc,crime_code,crime_type,weapon_code,weapon_desc,week_number
200105760,17:10:00,Phone,FALSE,425,70331,2260057,Enzo,M,33,Yes,2,No,3251,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105761,16:00:00,Phone,FALSE,425,66308,1749553,Myla,F,33,Yes,3,No,1033,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105762,11:00:00,Phone,FALSE,887,714,2045764,Justina,F,34,Yes,3,No,4010,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105764,18:15:00,Phone,FALSE,371,30007,608188,Micah,F,40,No,0,No,1026,IC,"Invest Cont",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",3
200105765,09:30:00,Phone,FALSE,1001,96714,2002323,Charles,F,33,Yes,7,No,5555,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",3
200105768,14:30:00,Phone,FALSE,990,39859,322791,Chaya,F,39,Yes,3,No,3262,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,3
200105769,07:00:00,Phone,FALSE,371,18884,1609762,Shaina,F,35,No,0,No,1026,IC,"Invest Cont",910,KIDNAPPING,308,STICK,3
200105771,21:00:00,In-Person,FALSE,336,32612,2127660,Caryn,F,33,No,0,No,1026,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105772,17:00:00,Phone,FALSE,371,92179,1023536,Arleen,F,33,No,0,No,1026,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105774,22:15:00,In-Person,FALSE,1001,113351,1276562,Coleen,F,37,Yes,7,No,5100,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105776,19:30:00,Phone,FALSE,893,16719,1520452,Jarod,M,39,Yes,5,No,4002,IC,"Invest Cont",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,4
200105777,19:30:00,In-Person,FALSE,425,83606,280986,Dalia,F,32,Yes,3,No,1033,IC,"Invest Cont",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,4
200105778,17:45:00,Phone,FALSE,1001,118544,1854491,Francisca,F,39,Yes,7,No,5100,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",4
200105779,16:46:00,Phone,FALSE,1001,79466,883316,Hunter,F,32,Yes,1,No,5100,AA,"Adult Arrest",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",4
200105780,02:00:00,Phone,FALSE,425,77489,1300485,Brynlee,F,40,No,0,No,1033,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,4
200105781,11:04:00,Phone,FALSE,336,49377,1152532,Cyril,M,35,No,0,No,1026,IC,"Invest Cont",648,ARSON,218,"OTHER CUTTING INSTRUMENT",4
200105782,05:00:00,In-Person,FALSE,336,25761,2326905,Gale,M,36,No,0,No,1026,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",4
200105784,19:00:00,Phone,FALSE,1001,11924,498394,Christen,F,35,Yes,2,No,5100,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200105785,17:10:00,Phone,FALSE,1001,5049,150838,Carlee,F,34,Yes,3,No,5100,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,4
200105787,11:50:00,Phone,FALSE,425,55355,1597659,Stevie,M,30,No,0,No,1033,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,4
200105788,19:45:00,Phone,FALSE,887,81875,145248,Zella,F,33,No,0,No,4002,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,4
200105789,21:17:00,Phone,FALSE,371,84869,366318,Nikita,F,41,Yes,5,No,1026,IC,"Invest Cont",910,KIDNAPPING,308,STICK,4
200105790,20:00:00,Phone,FALSE,425,104626,1511530,Annalise,F,41,No,0,No,3251,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200105791,12:00:00,Phone,FALSE,336,77168,847676,Birdie,F,41,No,0,No,1026,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",4
200105792,10:20:00,Phone,FALSE,223,100944,2313905,Lizette,F,31,No,0,No,1111,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",4
200105793,12:10:00,In-Person,FALSE,223,52991,1713009,Lulu,F,40,No,0,No,2039,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",4
200105794,14:45:00,In-Person,FALSE,893,102597,922485,Morton,M,36,Yes,2,No,4002,IC,"Invest Cont",946,"OTHER MISCELLANEOUS CRIME",204,"FOLDING KNIFE",4
200105795,19:00:00,Phone,FALSE,887,11631,1306339,Roselyn,F,37,No,0,No,4002,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",4
200105796,14:55:00,Phone,FALSE,371,37468,1146693,Lawanda,F,41,Yes,3,No,1026,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",4
200105805,09:30:00,Phone,FALSE,371,50601,2116414,Hank,M,33,Yes,1,No,1026,IC,"Invest Cont",888,TRESPASSING,501,"BOMB THREAT",4
200105807,01:00:00,Phone,FALSE,223,84326,2282668,Janel,F,30,Yes,3,No,2039,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",4
200105808,15:00:00,Phone,FALSE,223,7896,20294,Ronan,M,40,No,0,No,2039,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200105809,15:00:00,Phone,FALSE,425,44510,1033794,Nasir,M,39,Yes,2,No,3251,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",4
200105812,18:10:00,Phone,FALSE,336,97492,2003699,Celine,F,32,No,0,No,1026,IC,"Invest Cont",664,"BUNCO, PETTY THEFT",103,RIFLE,4
200105821,15:30:00,In-Person,FALSE,425,60664,1503268,Diann,F,32,No,0,No,3251,IC,"Invest Cont",662,"BUNCO, GRAND THEFT",512,"MACE/PEPPER SPRAY",4
200105824,18:00:00,In-Person,FALSE,425,51036,1132487,Knox,M,32,Yes,7,No,3251,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,4
200105825,08:25:00,Phone,FALSE,425,28161,1389273,Kailee,F,30,No,0,No,3251,IC,"Invest Cont",910,KIDNAPPING,308,STICK,4
200105826,10:00:00,Phone,FALSE,371,76636,338206,Annemarie,F,37,No,0,No,1027,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",4
200105829,21:00:00,In-Person,FALSE,1001,101277,1339780,Kasey,M,36,No,0,No,3256,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",4
200105830,11:25:00,Phone,FALSE,223,59467,758460,Wilhelmina,F,40,Yes,5,No,2039,IC,"Invest Cont",236,"INTIMATE PARTNER - AGGRAVATED",205,"KITCHEN KNIFE",4
200105834,13:50:00,Phone,FALSE,1001,45541,342670,Giovanna,F,39,Yes,5,No,5100,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105836,15:05:00,In-Person,FALSE,1001,67562,802955,Theron,M,33,Yes,1,No,5100,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105837,18:05:00,Phone,FALSE,1001,47712,550927,Brodie,M,35,Yes,4,No,3256,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105838,06:00:00,Phone,FALSE,336,14718,1026172,Mervin,M,33,No,0,No,7010,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",4
200105848,13:35:00,Phone,FALSE,1001,41918,1982804,Tamia,F,41,No,0,No,3256,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",4
200105850,08:50:00,Phone,FALSE,887,98709,1723599,Georgie,F,34,Yes,1,No,4002,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",4
200105854,21:40:00,Phone,FALSE,425,92014,622798,Cori,F,32,No,0,No,3250,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105857,18:17:00,Phone,FALSE,887,120125,147901,Anissa,F,32,No,0,No,4002,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105859,19:45:00,Phone,FALSE,893,23005,1094828,Shayne,M,33,No,0,No,2040,IC,"Invest Cont",910,KIDNAPPING,308,STICK,4
200105861,12:00:00,Phone,FALSE,425,9255,1687228,Vince,M,31,No,0,No,1033,IC,"Invest Cont",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,4
200105862,00:30:00,Phone,FALSE,887,81399,1796898,Matias,M,40,No,0,No,4002,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",4
200105863,20:20:00,Phone,FALSE,371,101290,2283848,Clair,M,34,No,0,No,1027,IC,"Invest Cont",350,"THEFT, PERSON",221,GLASS,4
200105864,23:55:00,In-Person,FALSE,887,64277,1158423,Damaris,F,33,Yes,3,No,4002,IC,"Invest Cont",625,"OTHER ASSAULT",104,SHOTGUN,4
200105865,16:30:00,Phone,FALSE,887,89775,1313306,Breanne,F,31,No,0,No,2040,AA,"Adult Arrest",350,"THEFT, PERSON",221,GLASS,4
200105866,21:30:00,Phone,FALSE,371,84659,1714776,Erich,M,40,No,0,No,1027,IC,"Invest Cont",745,"VANDALISM - MISDEAMEANOR ($399",306,"ROCK/THROWN OBJECT",4
200105869,16:30:00,In-Person,FALSE,425,19742,1406457,Christin,F,41,Yes,1,No,1033,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",4
200105870,10:00:00,In-Person,FALSE,425,32556,2000672,Shelton,M,41,No,0,No,3250,IC,"Invest Cont",910,KIDNAPPING,308,STICK,4
200105871,04:15:00,Phone,FALSE,887,30646,976699,Maranda,F,39,No,0,No,5245,AA,"Adult Arrest",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",4
200105872,18:30:00,In-Person,FALSE,887,100974,416218,Luciano,M,37,No,0,No,4003,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",4
200105878,16:00:00,Phone,FALSE,893,94269,508054,Marquita,F,30,Yes,5,No,4003,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",4
200105880,21:00:00,Phone,FALSE,893,19003,1232628,Ciera,F,30,No,0,No,4003,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200105882,23:00:00,Phone,FALSE,893,43501,2186816,Dayana,F,34,Yes,3,No,2040,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",4
200105884,16:05:00,In-Person,FALSE,1001,64452,838992,Skyla,F,36,No,0,No,3256,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",4
200105885,21:07:00,In-Person,FALSE,1001,11559,572976,Reggie,M,41,Yes,1,No,3256,IC,"Invest Cont",956,"LETTERS, LEWD  -  TELEPHONE CA",206,"SWITCH BLADE",4
200105891,14:00:00,Phone,FALSE,887,67785,2070981,Jolie,F,39,No,0,No,4003,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,4
200105898,10:05:00,Phone,FALSE,425,48887,142489,Finley,M,39,No,0,No,3250,IC,"Invest Cont",888,TRESPASSING,501,"BOMB THREAT",4
200105903,09:00:00,In-Person,FALSE,1001,75837,996438,Dudley,M,40,Yes,3,No,5100,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105905,08:10:00,Phone,FALSE,1001,64366,536970,Ashanti,F,37,Yes,2,No,3256,IC,"Invest Cont",761,"BRANDISH WEAPON",307,VEHICLE,4
200105906,10:45:00,In-Person,FALSE,371,35316,662430,Deangelo,M,36,Yes,1,No,1027,IC,"Invest Cont",910,KIDNAPPING,308,STICK,4
200105907,16:45:00,In-Person,FALSE,893,55625,2012893,Kennedi,F,41,No,0,No,4003,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105909,12:00:00,Phone,FALSE,887,82835,210484,Leta,F,32,No,0,No,5245,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,4
200105910,20:00:00,Phone,FALSE,425,99074,1718090,Miley,F,32,No,0,No,1033,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200105911,15:30:00,Phone,FALSE,336,16258,1196891,Abbigail,F,35,No,0,No,1027,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",4
200105912,20:30:00,Phone,FALSE,336,76177,2222988,Iona,F,30,Yes,6,No,1027,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200105913,16:30:00,In-Person,FALSE,425,57291,1939081,Roxana,F,36,Yes,1,No,1033,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105914,13:45:00,In-Person,FALSE,336,112457,2005025,Annamarie,F,41,Yes,1,No,1027,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",4
200105920,13:20:00,In-Person,FALSE,371,116760,658563,Layne,M,39,No,0,No,1027,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105922,16:00:00,In-Person,FALSE,1001,29336,1158101,Maudie,F,34,Yes,6,No,3256,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200105924,10:20:00,In-Person,FALSE,893,5591,163208,Veda,F,30,No,0,No,2040,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200105925,18:00:00,Phone,FALSE,1001,22829,1430737,Davion,M,35,Yes,7,No,3256,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200105926,22:10:00,Phone,FALSE,887,33547,430787,Twila,F,41,No,0,No,4003,IC,"Invest Cont",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,4
200105930,02:10:00,Phone,FALSE,893,62263,222328,Kaylyn,F,40,Yes,1,No,2040,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",4
200105931,00:10:00,In-Person,FALSE,425,67532,1150856,Dahlia,F,33,No,0,No,1033,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,4
200105935,06:00:00,Phone,FALSE,893,75608,1784352,Angelita,F,40,Yes,4,No,4003,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,4
200105938,10:55:00,Phone,FALSE,425,34296,1728447,Jadyn,F,37,No,0,No,3250,IC,"Invest Cont",956,"LETTERS, LEWD  -  TELEPHONE CA",206,"SWITCH BLADE",4
200105943,07:30:00,Phone,FALSE,887,9730,885148,Korey,M,36,No,0,No,2040,AA,"Adult Arrest",236,"INTIMATE PARTNER - AGGRAVATED",205,"KITCHEN KNIFE",4
200105945,17:25:00,In-Person,FALSE,1001,102291,1331712,Foster,M,34,Yes,2,No,3256,IC,"Invest Cont",903,"CONTEMPT OF COURT",107,"OTHER FIREARM",4
200105946,07:20:00,Phone,FALSE,887,106149,688477,Letitia,F,40,Yes,1,No,4003,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105947,17:30:00,Phone,FALSE,336,34084,495657,Jamari,M,35,No,0,No,1027,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",4
200105954,07:00:00,In-Person,FALSE,336,24118,534189,Chana,F,37,No,0,No,1027,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",4
200105960,13:46:00,In-Person,FALSE,887,106521,1282796,Earle,M,35,Yes,2,No,2040,IC,"Invest Cont",900,"VIOLATION OF COURT ORDER",223,"UNKNOWN TYPE CUTTING INSTRUMEN",4
200105962,16:47:00,In-Person,FALSE,887,96379,1405170,Adelina,F,30,Yes,1,No,2040,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",4
200105963,12:00:00,Phone,FALSE,336,63711,2375333,Shea,F,41,No,0,No,1027,IC,"Invest Cont",649,"DOCUMENT FORGERY / STOLEN FELO",311,HAMMER,4
200105968,23:50:00,Phone,FALSE,893,22327,346346,Vern,M,41,Yes,2,No,2040,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,4
200105971,13:00:00,Phone,FALSE,323,36357,753504,Cherry,F,35,Yes,1,No,3247,AA,"Adult Arrest",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",4
200105972,12:15:00,In-Person,FALSE,893,104917,109776,Lesa,F,30,Yes,1,No,5245,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,4
200105973,12:15:00,Phone,FALSE,893,33913,2010781,Aylin,F,30,Yes,4,No,2040,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105974,11:00:00,Phone,FALSE,371,121201,206410,Trace,M,37,Yes,6,No,1027,AA,"Adult Arrest",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",4
200105975,23:30:00,Phone,FALSE,371,71785,1397597,Valencia,F,41,Yes,3,No,1027,IC,"Invest Cont",910,KIDNAPPING,308,STICK,4
200105976,10:36:00,Phone,FALSE,425,24165,1315368,Danika,F,32,No,0,No,1033,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",4
200105977,09:25:00,In-Person,FALSE,425,70350,2255558,Alfreda,F,34,Yes,5,No,1033,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,4
200105980,20:40:00,Phone,FALSE,336,70367,236910,Cleo,M,37,Yes,5,No,1027,IC,"Invest Cont",946,"OTHER MISCELLANEOUS CRIME",204,"FOLDING KNIFE",4
200105981,15:00:00,Phone,FALSE,371,54651,1749,Cornell,M,37,Yes,4,No,1027,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200105989,21:30:00,Phone,FALSE,1001,107248,1159402,Dessie,F,35,No,0,No,3256,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200105990,23:30:00,Phone,FALSE,1001,123670,789428,Tayler,F,35,Yes,4,No,3256,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200105991,04:00:00,Phone,FALSE,371,9870,592839,Jamel,M,32,No,0,No,1027,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",4
200105992,02:50:00,Phone,FALSE,371,50473,1296311,Marlena,F,32,No,0,No,1027,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",4
200105993,22:45:00,Phone,FALSE,893,20878,2370478,Claudine,F,39,Yes,5,No,2040,IC,"Invest Cont",901,"VIOLATION OF RESTRAINING ORDER",101,REVOLVER,4
200105997,16:30:00,Phone,FALSE,893,16239,875698,Joe,F,33,No,0,No,2040,IC,"Invest Cont",910,KIDNAPPING,308,STICK,4
200105998,01:40:00,Phone,FALSE,893,81325,2293249,Breana,F,34,No,0,No,4003,IC,"Invest Cont",668,"EMBEZZLEMENT, GRAND THEFT ($95",310,"CONCRETE BLOCK/BRICK",4
200105999,12:30:00,In-Person,FALSE,1001,113132,2351715,Julien,M,33,Yes,3,No,3256,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",4
200106002,10:00:00,In-Person,FALSE,425,66573,2183473,Hana,F,37,No,0,No,1033,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",4
200106003,10:00:00,In-Person,FALSE,887,58409,1727467,Rigoberto,M,33,No,0,No,4003,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200106004,12:00:00,Phone,FALSE,887,103840,1885967,Brycen,M,30,Yes,1,No,4003,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",4
200106005,18:40:00,Phone,FALSE,336,94937,396533,Milan,M,30,No,0,No,1027,IC,"Invest Cont",910,KIDNAPPING,308,STICK,4
200106006,09:00:00,Phone,FALSE,425,8996,79082,Racheal,F,30,No,0,No,1033,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",4
200106007,17:20:00,In-Person,FALSE,893,83078,2040611,Leora,F,31,Yes,4,No,4003,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",4
200106008,03:30:00,Phone,FALSE,887,44336,2369031,Cordelia,F,36,No,0,No,5245,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,4
200106012,14:31:00,Phone,FALSE,425,106309,71500,Farrah,F,30,No,0,No,1033,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,4
200106013,23:30:00,In-Person,FALSE,1001,48247,1698307,Triston,M,32,Yes,6,No,3256,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200106014,16:00:00,In-Person,FALSE,336,53072,555894,Florine,F,30,No,0,No,1027,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,4
200106015,09:10:00,Phone,FALSE,425,119611,2333708,Alva,M,30,No,0,No,1034,AA,"Adult Arrest",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200106016,02:00:00,Phone,FALSE,336,52352,1816220,Booker,M,33,No,0,No,1027,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200106021,06:00:00,In-Person,FALSE,1001,120477,1725223,Rhys,M,32,Yes,2,No,3263,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,4
200106023,08:15:00,Phone,FALSE,336,34382,468095,Millicent,F,40,No,0,No,1027,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",4
200106024,22:20:00,Phone,FALSE,1001,59048,508087,Cristopher,M,40,Yes,5,No,3256,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200106025,16:30:00,Phone,FALSE,1001,90279,2033627,Maliyah,F,31,No,0,No,3256,IC,"Invest Cont",331,"THEFT FROM MOTOR VEHICLE - GRA",312,"PIPE/METAL PIPE",4
200106028,16:00:00,In-Person,FALSE,893,36668,121151,Kacey,F,33,No,0,No,2040,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200106037,19:20:00,Phone,FALSE,1001,65093,1698481,Alysha,F,31,Yes,2,No,3263,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,4
200106038,16:00:00,Phone,FALSE,425,118900,1088174,Isis,F,40,Yes,1,No,3223,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",4
200106039,04:30:00,Phone,FALSE,371,59970,1453029,Tevin,M,41,Yes,2,No,1026,IC,"Invest Cont",310,BURGLARY,113,"SIMULATED GUN",4
200106040,19:00:00,Phone,FALSE,425,97788,1558645,Ace,M,35,Yes,5,No,1034,AA,"Adult Arrest",210,ROBBERY,515,"PHYSICAL PRESENCE",4
200106041,14:25:00,Phone,FALSE,425,47449,1588496,Leia,F,39,No,0,No,3250,IC,"Invest Cont",745,"VANDALISM - MISDEAMEANOR ($399",306,"ROCK/THROWN OBJECT",4
200106044,11:05:00,Phone,FALSE,425,118605,246758,Jaron,M,36,Yes,5,No,1034,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200106049,21:00:00,Phone,FALSE,887,96570,728624,Demetria,F,32,No,0,No,4003,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200106050,16:00:00,Phone,FALSE,336,71036,1422202,Patience,F,34,No,0,No,4004,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",4
200106058,13:14:00,Phone,FALSE,893,38074,1530555,Bo,M,36,Yes,3,No,5245,IC,"Invest Cont",649,"DOCUMENT FORGERY / STOLEN FELO",311,HAMMER,4
200106061,12:30:00,Phone,FALSE,425,99106,1579443,Dirk,M,40,No,0,No,1034,IC,"Invest Cont",910,KIDNAPPING,308,STICK,4
200106063,14:30:00,In-Person,FALSE,336,121264,585970,Janiyah,F,40,No,0,No,1027,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",4
200106071,17:50:00,Phone,FALSE,887,121192,448179,Winona,F,33,Yes,2,No,4003,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,4
200106073,18:30:00,Phone,FALSE,887,123508,1503144,Rayna,F,30,No,0,No,5245,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200106074,15:00:00,Phone,FALSE,990,107924,243592,Mikel,M,32,Yes,3,No,1024,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",4
200106075,19:00:00,In-Person,FALSE,893,103804,52899,Ashlie,F,33,Yes,2,No,5245,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",4
200106076,17:20:00,In-Person,FALSE,887,84574,424878,Joseph,F,30,No,0,No,5245,IC,"Invest Cont",648,ARSON,218,"OTHER CUTTING INSTRUMENT",4
